# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/pr0-2_mito_featureCounts.txt" "out/filtered/pr0-2_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr0-2_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	48155
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	7005
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	26001
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	1476
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	6999938
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	15348
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	1194592
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	3
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	287
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	238
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	435
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	15879
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1404
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	261002
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	15888
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	8
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	130479
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	6605738
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	407058
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	3770824
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	83651
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	757593
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	3326527
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	38244
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	19835
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	43600
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	74192
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	791
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	119437
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1117196
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	1303565
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	36333
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	1117
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	110760
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	387511
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	7034618
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	50459
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	122590
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	162746
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	5387996
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	178
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	380
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	422
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	164
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1363
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	11730
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1850677
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	998868
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	39037
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	346034
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	81
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	454406
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	2613057
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	4460
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	4771
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	2382
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	40600
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	3913512
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	7812
