# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/7_mito_featureCounts.txt" "out/filtered/7_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/7_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	28988
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	6281
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	10705
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	2806
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	4017045
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	7383
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	495946
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	4
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	316
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	141
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1123
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	137849
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	11125
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	8
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	38933
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	3939158
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	180022
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2968966
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	33366
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	393259
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2825890
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	41945
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	10107
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	14364
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	30030
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	2832
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	145817
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1500734
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	1062109
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	55129
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	1104
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	73307
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	198595
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3513520
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	12145
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	30243
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	55141
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2136879
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	239
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	288
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	146
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	77
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	981
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	15243
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	649915
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	415920
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	22659
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	570101
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	150
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	231792
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1077988
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	4423
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	3247
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	666
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	12114
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2102653
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2573
