# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/4_mito_featureCounts.txt" "out/filtered/4_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/4_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	29381
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	8239
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	13182
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	2008
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	3341425
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	12735
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	804633
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	3
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	301
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	111
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1483
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	196910
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	12206
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	15
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	27657
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	3310007
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	141082
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1937603
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	16837
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	455251
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2532184
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	35806
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	11646
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	18515
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	34319
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	5997
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	94266
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1569914
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	621635
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	59329
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	2280
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	113975
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	98756
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2116086
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	19753
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	37835
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	90516
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1644216
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	297
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	448
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	183
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	120
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1295
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	18971
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	931305
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	690998
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	31558
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	496536
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	136
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	244402
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1185406
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5211
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	3118
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	931
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	8662
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1504393
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	1956
