# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/1_mito_featureCounts.txt" "out/filtered/1_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/1_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	7774
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	2992
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	3474
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	1463
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	5121738
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	5436
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	386229
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	1
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	183
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	52
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	226
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	3934
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	445
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	37368
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	6655
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	10
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	21629
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2607018
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	180490
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2511602
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	12816
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	175682
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	5919290
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	54668
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	3080
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	8176
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	13015
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	2423
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	128092
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1556637
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	738479
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	36431
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	665
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	46712
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	124215
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2165934
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	14051
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	46120
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	28039
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2703811
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	193
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	163
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	122
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	37
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	415
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	10714
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	424057
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	169206
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	22604
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	421236
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	246
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	117597
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	810995
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	6769
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	1361
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	448
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	7661
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1968958
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2335
