# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/2_mito_featureCounts.txt" "out/filtered/2_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/2_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	11199
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	5449
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	6434
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	2617
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	4618609
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	7183
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	438643
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	3
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	267
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	46
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1307
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	66028
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	9610
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	19
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	37333
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	3667079
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	288225
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2780325
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	14717
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	172361
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	3522844
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	85761
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	5269
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	6015
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	14302
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	3827
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	153439
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1167777
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	700652
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	53126
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	858
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	33461
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	114594
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1897107
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	15232
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	65564
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	39592
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	3087626
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	658
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	602
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	121
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	58
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1185
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	21017
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	437501
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	245049
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	19904
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	631515
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	208
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	192410
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	842557
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	11811
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	3527
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	967
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	11817
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1715307
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2287
