# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/6_mito_featureCounts.txt" "out/filtered/6_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/6_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	15315
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	3043
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	21767
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	1104
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	2711876
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	13693
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	866924
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	6
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	538
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	83
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	215
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	7034
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1488
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	165421
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	24268
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	14
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	14049
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	1986433
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	72764
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1774662
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	5436
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	262810
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	1458991
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	17313
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	7157
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	35330
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	14146
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	6652
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	47268
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	663749
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	303620
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	39397
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	7713
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	59948
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	53804
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1062974
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	10808
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	49485
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	52082
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1142919
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	143
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	146
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	952
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	248
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1323
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	14000
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	790336
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	653043
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	21820
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	317914
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	258
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	50467
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1033726
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5631
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	775
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	466
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	6640
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	564829
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3048
