# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/8_mito_featureCounts.txt" "out/filtered/8_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/8_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	36805
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	9418
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	15502
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	4771
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	3725207
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	11184
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	616013
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	6
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	357
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	225
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1831
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	185699
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	14612
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	5
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	53995
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	4554366
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	188074
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	3097343
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	49679
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	328429
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2215861
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	60100
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	11543
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	9784
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	28664
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	2735
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	155135
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	2345046
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	1288243
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	68415
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	1152
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	114928
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	211418
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3736471
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	10576
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	28993
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	53334
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2159887
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	496
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	719
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	136
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	102
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1695
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	32097
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	622402
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	465031
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	28704
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	731187
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	141
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	220113
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1210278
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5290
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	6000
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	1347
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	15708
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2164507
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3482
