# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.9" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/12_mito_featureCounts.txt" "out/filtered/12_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/12_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	17805
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	3864
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	15216
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	1241
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	3287132
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	16041
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	1080413
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	9
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	585
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	72
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	2488
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	191985
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	23177
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	16
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	14559
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2146903
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	75625
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1653766
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	4695
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	300737
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2366728
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	20091
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	6752
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	41567
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	21743
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	6283
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	51540
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	871964
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	257540
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	38940
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	4916
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	75346
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	54887
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1151221
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	14257
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	46938
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	76828
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1261462
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	109
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	109
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	1123
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	304
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1242
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	14345
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1253327
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	762503
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	28525
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	382837
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	270
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	82850
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1373488
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5574
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	790
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	534
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	6151
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	874109
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2703
