# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.8" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/pr1-1_mito_featureCounts.txt" "out/filtered/pr1-1_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr1-1_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	42521
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	1130
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	10828
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	202
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	5383303
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	518335
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	38007
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	50
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	29
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	39
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	345
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	182411
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	13936
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	4
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	30178
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2736614
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	339524
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	769905
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	92067
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	286481
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2313558
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	10759
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	17803
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	9825
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	8
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	293
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	15156
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	87991
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	257097
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	5569
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	1146
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	58801
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	180971
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2321160
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	21347
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	76640
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	87786
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2616373
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	9
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	117
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	184
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	78	+	24	935
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	203
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	1978
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	964049
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	619328
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	10522
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	45821
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	80
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	78501
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1576405
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	1218
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	2585
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	1868
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	8777
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2042762
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	504
