# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.8" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/pr2-3_mito_featureCounts.txt" "out/filtered/pr2-3_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr2-3_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	8660
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	931
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	5612
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	275
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	4232867
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	159433
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	58848
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	6
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	22
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	18
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	284
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	34164
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	5792
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	12
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	20649
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2624799
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	184052
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1437785
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	29861
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	105116
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	3871223
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	28790
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	4552
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	8074
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	7
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	755
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	44464
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	244112
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	387381
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	6348
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	523
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	23483
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	168952
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2147453
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	10485
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	77962
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	22357
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	3434206
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	7
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	124
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	74
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	78	+	24	559
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	221
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	2320
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	394357
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	145750
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	9660
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	90076
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	75
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	119465
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	690551
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	4957
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	2168
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	871
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	9714
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1082720
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	265
