# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "--fracOverlapFeature" "0.8" "--largestOverlap" "-o" "out/counts/mito/shortFeatures/sense/15_mito_featureCounts.txt" "out/filtered/15_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/15_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	31606
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	6595
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	7536
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	1912
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	4719584
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	660214
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	59456
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	14
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	11
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	17
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1060
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	172679
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	6701
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	12
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	101243
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	4149653
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	153237
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2420919
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	26105
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	487633
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	3678934
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	41357
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	8937
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	15969
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	35
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	1662
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	113783
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1731469
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	762390
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	49449
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	632
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	126339
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	262324
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3190599
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	363487
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	22252
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	24032
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	86590
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2026312
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	18
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	514
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	176
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	78	+	24	6118
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	910
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	13866
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1192335
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	635637
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	39163
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	558488
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	136
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	339462
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1347448
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	3276
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	4057
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	4697
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	29075
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2435292
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3898
