# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/13_mito_featureCounts.txt" "out/filtered/13_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/13_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	26774.50
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	6827.50
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	3844
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	6320
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	4777326.49
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	5600.49
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	707459.99
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	0.75
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	148.83
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	42.00
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	533.00
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	5732.75
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1119.67
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	137303.00
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	7324.32
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	8
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	863937.15
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	3058169.65
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	154403.83
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2994419
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	26049
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	443520.99
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2725614.49
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	2771212.66
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	2999.79
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	8956.46
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	35879.46
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	3383
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	125343
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1884194
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	865843.83
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	57413.83
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	464.33
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	108947.33
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	74581.33
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2865993.33
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	17742
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	9214.19
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	77952.19
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1950887.19
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	376.08
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	173.33
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	41.25
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	95.08
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	964.25
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	19039.50
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	891483.50
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	266683.50
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	298595.50
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	611634.00
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	184
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	237126
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1284281
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5840.50
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	865.32
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	1946.82
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	16746.32
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2332953
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3247
