# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/1_mito_featureCounts.txt" "out/filtered/1_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/1_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	7771.50
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	2995.83
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	1738.83
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	3196.83
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	5122035.66
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	2573.66
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	388793.66
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	0.20
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	110.62
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	18.12
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	323.12
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	4038.28
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	622.33
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	37149.33
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	4470.16
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	10
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	343610.82
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2290850.32
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	179616.66
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2511602
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	12816
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	176657.65
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2959372.15
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	3013600.24
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	1068.57
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	5096.40
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	18115.90
