# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/3_mito_featureCounts.txt" "out/filtered/3_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/3_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	17220.50
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	3627.83
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	4166.33
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	5263.33
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	6236347.66
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	3205.16
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	465166.16
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	0.50
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	124.50
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	36.00
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	344.17
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	3727.00
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	776.50
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	100560.83
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	6434.83
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	8
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	555605.99
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2779627.49
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	330042.16
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2062718
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	28062
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	230995.32
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2053474.32
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	2092194.99
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	2716.13
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	8681.80
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	29106.30
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	950
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	134980
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	771612
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	751862.33
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	35154.33
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	339.33
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	77005.33
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	84961.33
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3025949.33
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	21909.50
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	21886.00
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	76090.50
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	3908459.00
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	250.30
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	101.30
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	48.30
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	108.30
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	626.80
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	9108
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	599242
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	184928.83
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	201527.33
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	357894.83
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	99
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	167539
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1071035
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5400.75
