# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.85" "-o" "out/counts/pr0-2_mito_featureCounts.txt" "out/filtered/pr0-2_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr0-2_mito_filtered.bam
RNA3.rRNA	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	50901
RNA39.rRNA	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	7058.50
RNA31-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	13453.00
RNA31-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	14436.50
RNA6.rRNA	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	7016020.33
RNA34-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	581934.83
RNA34-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	634923.83
RNA37/38-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	55.65
RNA37.rRNA	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	180.40
RNA38.rRNA	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	135.90
RNA32.rRNA	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	664.90
RNA33.rRNA	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	16480.32
RNA43.rRNA	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1782.67
RNA7.rRNA	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	261999.17
RNA9.rRNA	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	14146.16
RNA41.rRNA	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	11
SSUF-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	1458001.82
SSUF-2.rRNA	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	5412060.32
RNA1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	407459.66
RNA17.rRNA	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	3798031.50
SSUB.rRNA	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	87259.50
RNA29.rRNA	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	759841.98
RNA5-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	1662977.23
RNA5-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	1701398.06
RNA10-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	7590.23
RNA10-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	28802.82
RNA10-2.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	101988.32
RNA36.rRNA	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	797
RNA19.rRNA	molecule2_JEATVDKpUB*	74	107	+	34	123092
LSUB.rRNA	molecule2_JEATVDKpUB*	1210	1235	-	26	1119504
RNA30.rRNA	molecule2_JEATVDKpUB*	1418	1448	+	31	1305146.16
RNA35.rRNA	molecule2_JEATVDKpUB*	1451	1468	+	18	36964.66
RNA2.rRNA	molecule2_JEATVDKpUB*	1487	1538	+	52	901.16
RNA13.rRNA	molecule2_JEATVDKpUB*	1573	1606	-	34	116689.67
RNA15-F.rRNA	molecule2_JEATVDKpUB*	1606	1634	-	29	264112.67
RNA15-1.rRNA	molecule2_JEATVDKpUB*	1612	1632	-	21	7164527.67
LSUA.rRNA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA.rRNA	molecule2_JEATVDKpUB*	1799	1911	+	113	50848.83
RNA23t-F.rRNA	molecule2_JEATVDKpUB*	1909	1970	+	62	41548.70
RNA23t-1.rRNA	molecule2_JEATVDKpUB*	1913	1940	+	28	210143.03
RNA23t-2.rRNA	molecule2_JEATVDKpUB*	1920	1963	+	44	5427861.53
RNA32-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	319.03
RNA32-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	247.03
RNA33-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	159.20
RNA33-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	293.03
RNA33-2.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1507.70
LSUC.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	12634
RNA14.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1855930
LSUDE.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	499360.82
RNA11-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	544592.32
RNA16.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	346807.82
RNA40.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	88
RNA18.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	457715
RNA8.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	2625216
RNA28.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	4735
SSUE-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	3816.64
SSUE-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	4000.14
SSUE-2.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	43006.14
SSUD.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	3919620
LSUFG.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	8471
