# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/4_mito_featureCounts.txt" "out/filtered/4_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/4_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	29375.50
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	8246.83
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	6617.33
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	8570.33
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	3341964.33
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	6117.83
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	810710.83
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	0.92
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	190.00
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	38.17
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	706.50
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	5845.75
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1574.67
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	196673.50
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	7809.81
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	15
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	939507.64
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2409108.64
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	140959.33
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1937603
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	16837
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	455770.33
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	1266119.49
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	1301344.08
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	4113.86
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	13025.69
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	47347.36
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	5997
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	94266
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1569914
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	621523.32
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	60769.32
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	951.32
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	113937.67
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	49396.67
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2165482.67
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	19747
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	12611.47
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	103475.97
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1656484.97
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	526.08
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	225.83
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	64.42
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	173.25
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1355.42
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	19798
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	930478
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	345271.99
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	376751.99
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	497067.99
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	136
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	244402
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1185406
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5205.25
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	1049.07
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	1966.07
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	9701.57
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1504393
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	1956
