# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/11_mito_featureCounts.txt" "out/filtered/11_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/11_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	19490
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	4281.67
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	10598.17
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	12149.17
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	2719362.14
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	5635.14
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	837005.64
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	2.50
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	338.83
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	42.67
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	522.67
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	8685.15
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	6143.48
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	165884.65
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	12999.89
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	21
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	719112.22
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	1041272.22
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	96985.33
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1988491
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	6785
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	308363.54
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	691261.12
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	713895.87
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	3409.87
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	21418.62
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	36960.45
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	6013
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	55717
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	910301
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	381473.13
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	59175.63
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	3243.13
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	49792.50
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	28816.00
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1133032.50
