# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.85" "-o" "out/counts/pr0-3_mito_featureCounts.txt" "out/filtered/pr0-3_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr0-3_mito_filtered.bam
RNA3.rRNA	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	50195.50
RNA39.rRNA	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	7688.50
RNA31-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	13950.50
RNA31-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	15488.50
RNA6.rRNA	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	8468344.00
RNA34-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	443766.50
RNA34-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	490080.50
RNA37/38-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	40.25
RNA37.rRNA	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	234.42
RNA38.rRNA	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	148.42
RNA32.rRNA	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	918.92
RNA33.rRNA	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	13104.50
RNA43.rRNA	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	1408.00
RNA7.rRNA	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	309505.00
RNA9.rRNA	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	12853.00
RNA41.rRNA	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	3
SSUF-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	1101876.83
SSUF-2.rRNA	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	4589927.83
RNA1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	439729.83
RNA17.rRNA	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	3422563
SSUB.rRNA	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	74026
RNA29.rRNA	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	488866.15
RNA5-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2523997.60
RNA5-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	2565702.43
RNA10-F.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	6460.11
RNA10-1.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	22855.70
RNA10-2.rRNA	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	91560.70
RNA36.rRNA	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	1140
RNA19.rRNA	molecule2_JEATVDKpUB*	74	107	+	34	174521
LSUB.rRNA	molecule2_JEATVDKpUB*	1210	1235	-	26	950150
RNA30.rRNA	molecule2_JEATVDKpUB*	1418	1448	+	31	1113805.83
RNA35.rRNA	molecule2_JEATVDKpUB*	1451	1468	+	18	47922.33
RNA2.rRNA	molecule2_JEATVDKpUB*	1487	1538	+	52	1406.83
RNA13.rRNA	molecule2_JEATVDKpUB*	1573	1606	-	34	79557.00
RNA15-F.rRNA	molecule2_JEATVDKpUB*	1606	1634	-	29	130725.00
RNA15-1.rRNA	molecule2_JEATVDKpUB*	1612	1632	-	21	5513457.00
LSUA.rRNA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA.rRNA	molecule2_JEATVDKpUB*	1799	1911	+	113	20032.67
RNA23t-F.rRNA	molecule2_JEATVDKpUB*	1909	1970	+	62	31650.68
RNA23t-1.rRNA	molecule2_JEATVDKpUB*	1913	1940	+	28	128599.35
RNA23t-2.rRNA	molecule2_JEATVDKpUB*	1920	1963	+	44	6717393.85
RNA32-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	433.60
RNA32-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	336.85
RNA33-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	92.27
RNA33-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	205.27
RNA33-2.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1159.02
LSUC.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	15721.50
RNA14.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1806932.50
LSUDE.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	456989.33
RNA11-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	482503.83
RNA16.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	448805.83
RNA40.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	90
RNA18.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	483810
RNA8.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1643652
RNA28.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	3589.50
SSUE-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	3520.81
SSUE-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	3314.31
