# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/pr2-1_mito_featureCounts.txt" "out/filtered/pr2-1_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr2-1_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	22857
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	2372.17
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	6512.17
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	7146.67
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	5327215.83
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	3916.83
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	378914.33
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	1.45
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	195.87
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	48.03
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	366.70
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	940.62
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	518.33
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	94094.00
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	9004.66
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	5
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	443670.99
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	2526892.99
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	303482.33
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	1899920
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	34987
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	254003.49
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	2067442.49
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	2099295.83
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	3837.11
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	9750.45
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	29610.45
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	728
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	53743
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	287969
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	500115.33
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	12622.83
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	358.83
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	43197.17
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	79501.67
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3091773.17
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	18108.50
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	28138.90
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	73936.90
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	3891995.40
