# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/5_mito_featureCounts.txt" "out/filtered/5_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/5_mito_filtered.bam
RNA3	molecule1_SR*Fp*NAPIKpKO*	184	274	+	91	27695.50
RNA39	molecule1_SR*Fp*NAPIKpKO*	275	292	+	18	6262.83
RNA31_F	molecule1_SR*Fp*NAPIKpKO*	362	426	+	65	15305.33
RNA31_1	molecule1_SR*Fp*NAPIKpKO*	388	426	+	39	17137.33
RNA6	molecule1_SR*Fp*NAPIKpKO*	438	496	-	59	3009009.99
RNA34_F	molecule1_SR*Fp*NAPIKpKO*	489	560	-	72	6793.49
RNA34_1	molecule1_SR*Fp*NAPIKpKO*	506	560	-	55	1140938.49
RNA37/38_F	molecule1_SR*Fp*NAPIKpKO*	683	795	+	113	1.50
RNA37	molecule1_SR*Fp*NAPIKpKO*	712	795	+	84	401.33
RNA38	molecule1_SR*Fp*NAPIKpKO*	698	795	+	98	50.50
RNA32	molecule1_SR*Fp*NAPIKpKO*	763	795	+	33	705.67
RNA33	molecule1_SR*Fp*NAPIKpKO*	798	820	+	23	8945.66
RNA43	molecule1_SR*Fp*NAPIKpKO*	846	868	+	23	3844.83
RNA7	molecule1_SR*Fp*NAPIKpKO*	869	948	+	80	286003.49
RNA9	molecule1_SR*Fp*NAPIKpKO*	950	1024	+	75	8935.79
RNA41	molecule1_SR*Fp*NAPIKpKO*	958	986	-	29	8
SSUF_1	molecule1_SR*Fp*NAPIKpKO*	1051	1080	+	30	948800.79
SSUF_2	molecule1_SR*Fp*NAPIKpKO*	1026	1058	+	33	1411079.29
RNA1	molecule1_SR*Fp*NAPIKpKO*	1084	1180	+	97	80959.00
RNA17	molecule1_SR*Fp*NAPIKpKO*	1236	1276	-	41	2107223
SSUB	molecule1_SR*Fp*NAPIKpKO*	1281	1402	-	122	10915
RNA29	molecule1_SR*Fp*NAPIKpKO*	1403	1447	-	45	428643.63
RNA5_F	molecule1_SR*Fp*NAPIKpKO*	1449	1531	-	83	749739.38
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	771359.30
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	3979.19
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	26035.61
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	54380.61
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	7228
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	68447
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1040489
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	445476.64
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	69196.64
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	2322.64
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	110561.67
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	34207.67
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1382252.67
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	8109.50
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	15565.43
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	105603.43
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1143203.93
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	370.15
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	121.90
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	357.31
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	746.31
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	2387.31
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	27003
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	1134650
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	505378.45
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	532601.45
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	476301.95
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	140
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	115614
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1046776
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5725
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	620.99
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	1181.49
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	8400.49
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	699416
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
